relative_path,workspace_path,file_name,extension,size_bytes,sha256,manifest_match,vendor_id,vendor,parser_family,processing_role,importance,authoritative,include_in_ingestion,status,automation_state,parser_strategy,expected_action,report_group_count,workbook_sheets,workbook_header_hints,notes
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_MYLF NMG_Proximus_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_MYLF NMG_Proximus_2026_03.pdf,report_MYLF NMG_Proximus_2026_03.pdf,pdf,53737,894e017a6c910fc5346ffc70de64d9fc27f68b9eb0b96f3f9d903d261e19e1c2,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_MYLF NMG_Proximus_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_MYLF NMG_Proximus_2026_03.xlsx,report_MYLF NMG_Proximus_2026_03.xlsx,xlsx,12081,2d4cca5ce240cd64c1671186f1fad7d6b98b63f19304d779eb90f413de4246fc,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_NUBILE FILMS NMG_Proximus_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_NUBILE FILMS NMG_Proximus_2026_03.pdf,report_NUBILE FILMS NMG_Proximus_2026_03.pdf,pdf,51561,90c08b2bcb470f145a3b5109ba499c800447801b40a76c5a46471e23fcf62c7d,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_NUBILE FILMS NMG_Proximus_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_NUBILE FILMS NMG_Proximus_2026_03.xlsx,report_NUBILE FILMS NMG_Proximus_2026_03.xlsx,xlsx,11284,a8f9e7846b28c69846ac43bd32222f4a3eace7b30140422dbcac0ada0f608146,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_PORNSTAR PLATINIUM NMG_Proximus_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_PORNSTAR PLATINIUM NMG_Proximus_2026_03.pdf,report_PORNSTAR PLATINIUM NMG_Proximus_2026_03.pdf,pdf,49632,0195e719c9a755db4c10feeab62709eb8fee4756e519aadf4d4809dc129b93ba,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_PORNSTAR PLATINIUM NMG_Proximus_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_PORNSTAR PLATINIUM NMG_Proximus_2026_03.xlsx,report_PORNSTAR PLATINIUM NMG_Proximus_2026_03.xlsx,xlsx,10258,843c607247c1a959e26c3aacfc4c133ad542b7f8eb3e73eca4ebd18e1aa65bed,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_PURE PASSION NMG_Proximus_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_PURE PASSION NMG_Proximus_2026_03.pdf,report_PURE PASSION NMG_Proximus_2026_03.pdf,pdf,50983,6accd480e8498540956e2285f2d013f0f00cbe34cf37e20d1a4a110075564990,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_PURE PASSION NMG_Proximus_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_PURE PASSION NMG_Proximus_2026_03.xlsx,report_PURE PASSION NMG_Proximus_2026_03.xlsx,xlsx,11032,2f5aaae5240f0b5c6da54f2c6c9c63bfcd731438c02a4ff3792b4316fb894dbc,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_RAW ATTACK NMG_Proximus_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_RAW ATTACK NMG_Proximus_2026_03.pdf,report_RAW ATTACK NMG_Proximus_2026_03.pdf,pdf,51063,951e2dbacc278f8bfcf70c4f0c5913dc5dc107e4ff915ce0a04ffb2dde5731b3,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_RAW ATTACK NMG_Proximus_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_RAW ATTACK NMG_Proximus_2026_03.xlsx,report_RAW ATTACK NMG_Proximus_2026_03.xlsx,xlsx,11103,4d3c5bbe1d4e5973d87abd14fc5e8f5fb1e44f1fa8eca809a5373c9507ff09da,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_TEAM SKEET NMG_Proximus_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_TEAM SKEET NMG_Proximus_2026_03.pdf,report_TEAM SKEET NMG_Proximus_2026_03.pdf,pdf,51112,901f39844d98573df4dabfb7d788edcf36cf70c2390a5f5485545b2fe8602c98,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_TEAM SKEET NMG_Proximus_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_TEAM SKEET NMG_Proximus_2026_03.xlsx,report_TEAM SKEET NMG_Proximus_2026_03.xlsx,xlsx,11109,349938a38a569ca4968b7e728a6146a308c146f38438b4725e063eb69d421e56,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_TRUEX NMG_Proximus_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_TRUEX NMG_Proximus_2026_03.pdf,report_TRUEX NMG_Proximus_2026_03.pdf,pdf,49280,0cfc751f48c7ceb925306ce6c2329e7cd09f2e3d2cfe3493e65d671ee9714adf,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_TRUEX NMG_Proximus_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_TRUEX NMG_Proximus_2026_03.xlsx,report_TRUEX NMG_Proximus_2026_03.xlsx,xlsx,10106,c6b079c27a5ea3ca56b86635af085b468f1aa8a1dc986969d7a820d2e1de2fd8,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_VISION FILMS NMG_Proximus_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_VISION FILMS NMG_Proximus_2026_03.pdf,report_VISION FILMS NMG_Proximus_2026_03.pdf,pdf,48495,5c624462afc7f7ae45184e5e5292e8c4cadd9738f289b49925bebf5306d98f1b,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_VISION FILMS NMG_Proximus_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/proximus - Please Process/report_VISION FILMS NMG_Proximus_2026_03.xlsx,report_VISION FILMS NMG_Proximus_2026_03.xlsx,xlsx,9668,2d79750da1d45bd2a9d7bc1357d74769187da206b44e503a5eb3c0e2a993d8d2,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/KNPB Media BV (DVD Erotik) - VOD - Emailed/April 2026/credit-note_6700_2026-05-12_New_Media_Group__Inc_.pdf,Accounting Project/Sample Reports/KNPB Media BV (DVD Erotik) - VOD - Emailed/April 2026/credit-note_6700_2026-05-12_New_Media_Group__Inc_.pdf,credit-note_6700_2026-05-12_New_Media_Group__Inc_.pdf,pdf,210668,7e2a18b69b42f4113e7aa6575f93ee4ba8284f9ec9b6fcc5cdc4600a91b1a2e2,yes,knpb,KNPB Media BV,pdf_verification_copy,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used to verify the spreadsheet total.
Sample Reports/KNPB Media BV (DVD Erotik) - VOD - Emailed/April 2026/credit-note_6700_2026-05-12_New_Media_Group__Inc_.xlsx,Accounting Project/Sample Reports/KNPB Media BV (DVD Erotik) - VOD - Emailed/April 2026/credit-note_6700_2026-05-12_New_Media_Group__Inc_.xlsx,credit-note_6700_2026-05-12_New_Media_Group__Inc_.xlsx,xlsx,125950,952d8b086c4e04a959b8988d318dcf19e16446579ac64ffa10346264eb705634,yes,knpb,KNPB Media BV,xlsx_knpb_credit_note,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,1,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/Level5 Media GmbH (Veegaz) - VOD - Emailed/Entered/April 2025/C-2026-0476.pdf,Accounting Project/Sample Reports/Level5 Media GmbH (Veegaz) - VOD - Emailed/Entered/April 2025/C-2026-0476.pdf,C-2026-0476.pdf,pdf,11119,ab74f84f561e0db68a196eeab23deebc135ee49d481e87d9d458be5fc5689200,yes,level5,Level5 Media GmbH,pdf_level5_credit_note,primary_source,important,yes,yes,reviewed,ready_with_review,document_or_image_review_gate,extract_candidates_then_human_review,1,,,
Sample Reports/Level5 Media GmbH (Veegaz) - VOD - Emailed/Entered/April 2025/MA.png,Accounting Project/Sample Reports/Level5 Media GmbH (Veegaz) - VOD - Emailed/Entered/April 2025/MA.png,MA.png,png,39358,1afb84efa4f4d749f6e7b9e44d840fea04bb9487be5c5d78dc1f578e3fc152c2,yes,level5,Level5 Media GmbH,none,unrelated_misfiled_image,ignore,no,no,exclude,ready_with_review,review_gate,do_not_ingest,0,,,PayPal image from 2025. It does not support the 2026 credit note.
Sample Reports/New Sensations Inc. - DVD - Emailed/April 2026/LHFS 4-26.xlsx,Accounting Project/Sample Reports/New Sensations Inc. - DVD - Emailed/April 2026/LHFS 4-26.xlsx,LHFS 4-26.xlsx,xlsx,21351,447c94ff18c450c5d2a483e038b0580ebec9764c9ed6ba385e0247e11dcf5b5e,yes,new_sensations,New Sensations Inc.,xlsx_new_sensations_paid,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,5,inspect_failed: XLSX.readFile is not a function,,"Use Paid lines, deduct the 30 percent distribution fee, and deduct expense sheets where present."
Sample Reports/New Sensations Inc. - DVD - Emailed/April 2026/LWI-DEEP 4-26.xlsx,Accounting Project/Sample Reports/New Sensations Inc. - DVD - Emailed/April 2026/LWI-DEEP 4-26.xlsx,LWI-DEEP 4-26.xlsx,xlsx,34400,84132e4938774c50cffb5dd4cff6f7aad26fb8d07f395b970dd19982352bc57c,yes,new_sensations,New Sensations Inc.,xlsx_new_sensations_paid,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,5,inspect_failed: XLSX.readFile is not a function,,"Use Paid lines, deduct the 30 percent distribution fee, and deduct expense sheets where present."
Sample Reports/New Sensations Inc. - DVD - Emailed/April 2026/MYLF 4-26.xlsx,Accounting Project/Sample Reports/New Sensations Inc. - DVD - Emailed/April 2026/MYLF 4-26.xlsx,MYLF 4-26.xlsx,xlsx,54991,0a56becc9b85f4b0d056110745dc1ba85fb7aa28663106c05c63086e965622e9,yes,new_sensations,New Sensations Inc.,xlsx_new_sensations_paid,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,5,inspect_failed: XLSX.readFile is not a function,,"Use Paid lines, deduct the 30 percent distribution fee, and deduct expense sheets where present."
Sample Reports/New Sensations Inc. - DVD - Emailed/April 2026/PURE 4-26.xlsx,Accounting Project/Sample Reports/New Sensations Inc. - DVD - Emailed/April 2026/PURE 4-26.xlsx,PURE 4-26.xlsx,xlsx,76365,850053ea2544952f4b011831cc35ecc984461276ee2fb3eec22661b5d9114cb9,yes,new_sensations,New Sensations Inc.,xlsx_new_sensations_paid,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,5,inspect_failed: XLSX.readFile is not a function,,"Use Paid lines, deduct the 30 percent distribution fee, and deduct expense sheets where present."
Sample Reports/New Sensations Inc. - DVD - Emailed/April 2026/VISN 4-26.xlsx,Accounting Project/Sample Reports/New Sensations Inc. - DVD - Emailed/April 2026/VISN 4-26.xlsx,VISN 4-26.xlsx,xlsx,54314,557d1902003b070974c966d8845ab3ce587fe74548e4ee3d6a915bc1f1e10dbf,yes,new_sensations,New Sensations Inc.,xlsx_new_sensations_paid,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,5,inspect_failed: XLSX.readFile is not a function,,"Use Paid lines, deduct the 30 percent distribution fee, and deduct expense sheets where present."
Sample Reports/OMNet AG (Orgazmik) - VOD - Emailed/January to April 2026/NMG-2026-01.xlsx,Accounting Project/Sample Reports/OMNet AG (Orgazmik) - VOD - Emailed/January to April 2026/NMG-2026-01.xlsx,NMG-2026-01.xlsx,xlsx,397013,4b2e9b5b919187ec870daa12f76e21a57012980c14144ca094d6d9b0888008bf,yes,omnet,OMNet AG,xlsx_embedded_image_omnet,primary_source,important,yes,yes,review_required,document_extraction_review,document_or_image_review_gate,extract_candidates_then_human_review,4,inspect_failed: XLSX.readFile is not a function,,Workbook contains embedded report images and no usable worksheet cells.
Sample Reports/OMNet AG (Orgazmik) - VOD - Emailed/January to April 2026/NMG-2026-02.xlsx,Accounting Project/Sample Reports/OMNet AG (Orgazmik) - VOD - Emailed/January to April 2026/NMG-2026-02.xlsx,NMG-2026-02.xlsx,xlsx,308523,9ffa34d29fbc92a0edb23910caf1b3a2b81c1ad56eb81264e7541277b040b54d,yes,omnet,OMNet AG,xlsx_embedded_image_omnet,primary_source,important,yes,yes,review_required,document_extraction_review,document_or_image_review_gate,extract_candidates_then_human_review,4,inspect_failed: XLSX.readFile is not a function,,Workbook contains embedded report images and no usable worksheet cells.
Sample Reports/OMNet AG (Orgazmik) - VOD - Emailed/January to April 2026/NMG-2026-03.xlsx,Accounting Project/Sample Reports/OMNet AG (Orgazmik) - VOD - Emailed/January to April 2026/NMG-2026-03.xlsx,NMG-2026-03.xlsx,xlsx,263884,b15595e247fd7cabcb9a069b89a2fa7562bf49e3552a9afaeef2ae45ff7e3a21,yes,omnet,OMNet AG,xlsx_embedded_image_omnet,primary_source,important,yes,yes,review_required,document_extraction_review,document_or_image_review_gate,extract_candidates_then_human_review,4,inspect_failed: XLSX.readFile is not a function,,Workbook contains embedded report images and no usable worksheet cells.
Sample Reports/OMNet AG (Orgazmik) - VOD - Emailed/January to April 2026/NMG-2026-04.xlsx,Accounting Project/Sample Reports/OMNet AG (Orgazmik) - VOD - Emailed/January to April 2026/NMG-2026-04.xlsx,NMG-2026-04.xlsx,xlsx,184556,80709e854bd124de6ae901beec169ae8dc139efafc6de5c5223fbb1bee2d2460,yes,omnet,OMNet AG,xlsx_embedded_image_omnet,primary_source,important,yes,yes,review_required,document_extraction_review,document_or_image_review_gate,extract_candidates_then_human_review,4,inspect_failed: XLSX.readFile is not a function,,Workbook contains embedded report images and no usable worksheet cells.
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/BM Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/BM Apr2026.xlsx,BM Apr2026.xlsx,xlsx,826526,9ad9133fbb3d28c642c289dc540f2e370b2f3f93f6f6912c638b6ca7e97c64f9,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/Carnal Media 2 Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/Carnal Media 2 Apr2026.xlsx,Carnal Media 2 Apr2026.xlsx,xlsx,507958,f9e934a1241ad7af3f4191121987f59f65873dbd969a6052d1ada78dd3ff7380,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/Carnal Media Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/Carnal Media Apr2026.xlsx,Carnal Media Apr2026.xlsx,xlsx,1140492,28907b12697881ba4e2da16ec2bec72ec1dd7d5bc50e44159b1466fa291963b1,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/DW - Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/DW - Apr2026.xlsx,DW - Apr2026.xlsx,xlsx,471109,a371eec884a4c4cb2c790e7ebe7057a1157d3634bf43e9280e0bdf252411a718,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/FKing Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/FKing Apr2026.xlsx,FKing Apr2026.xlsx,xlsx,523208,74e2b87abe63d6f61f795f914a5fb77b10a62c26db80d16e38d360166a6bbd4c,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/JRCP Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/JRCP Apr2026.xlsx,JRCP Apr2026.xlsx,xlsx,758423,e474ff73c3418a19ff13874aa7e7bcd15d57efeb16343fb0aeb761060396afb9,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/JRock Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/JRock Apr2026.xlsx,JRock Apr2026.xlsx,xlsx,1058916,86641808824951ee1467c5e1c5201888038ee5c6157c272f303fc6296490ea86,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/Karups Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/Karups Apr2026.xlsx,Karups Apr2026.xlsx,xlsx,3378368,355de714087d770ffbbd68d642191571111c8cffb1f377ffee7225b974c46b7d,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/Lustery Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/Lustery Apr2026.xlsx,Lustery Apr2026.xlsx,xlsx,401505,10085cd26169a5f467b93e58aa603378b1160a7e40954ad0bd532cd9ec0fc6c4,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/MAX Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/MAX Apr2026.xlsx,MAX Apr2026.xlsx,xlsx,1919018,63dc89c5e60337304ddccfaf72188754c7334bfa64c24acb0ef1142a848eb32b,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/MormonB G BN Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/MormonB G BN Apr2026.xlsx,MormonB G BN Apr2026.xlsx,xlsx,4135942,eed09c5d9482c280cb84ae371220843cb0b13849e0133a4df32e98846407419c,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/NSFW Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/NSFW Apr2026.xlsx,NSFW Apr2026.xlsx,xlsx,2379159,803a002346f34c7c390eb6adab860dd772dcacbacd5d607ae85dcf4fbcb58590,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/NubileFilms Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/NubileFilms Apr2026.xlsx,NubileFilms Apr2026.xlsx,xlsx,4439010,74eaa79a472a6da8a98cb8fd52037f76839ae2a0d69b09e07fb92a767f58124b,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/Nubiles.net Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/Nubiles.net Apr2026.xlsx,Nubiles.net Apr2026.xlsx,xlsx,9454272,1514f68087cbe0f791129ef64c623e0fe7104ce56ff121fe38a5fcf61274c35a,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/NVG Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/NVG Apr2026.xlsx,NVG Apr2026.xlsx,xlsx,3875584,4c9d518533bca8b5458d4709cc87a708c209f488d134fdd398c4053a6e681fdd,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
